time_period,area_code,region,region_or_country_name,index,monthly_change,annual_change,rental_price,index_one_bed,monthly_change_one_bed,annual_change_one_bed,rental_price_one_bed,index_two_bed,monthly_change_two_bed,annual_change_two_bed,rental_price_two_bed,index_three_bed,monthly_change_three_bed,annual_change_three_bed,rental_price_three_bed,index_four_or_more_bed,monthly_change_four_or_more_bed,annual_change_four_or_more_bed,rental_price_four_or_more_bed,index_detached,monthly_change_detached,annual_change_detached,rental_price_detached,index_semidetached,monthly_change_semidetached,annual_change_semidetached,rental_price_semidetached,index_terraced,monthly_change_terraced,annual_change_terraced,rental_price_terraced,index_flat_maisonette,monthly_change_flat_maisonette,annual_change_flat_maisonette,rental_price_flat_maisonette,financial_year,cat_b,gap
2016-08-01T00:00:00Z,E12000001,North East,NA,88.079772,0.24832799999999999,1.8784350000000001,545,88.190888000000001,0.312191,1.7533730000000001,378,89.062137000000007,0.19362199999999999,1.6442920000000001,484,88.090097,0.27860200000000002,2.0654599999999999,576,87.770858000000004,0.34327600000000003,2.1522350000000001,871,88.787375999999995,0.36017500000000002,2.1370300000000002,784,88.437000999999995,0.209729,2.0020669999999998,575,87.073939999999993,0.24240400000000001,1.782009,558,89.250716999999995,0.24765499999999999,1.7681420000000001,463,2016-17,351.44777777777784,193.55222222222216
2016-09-01T00:00:00Z,E12000001,North East,NA,88.372708,0.33257999999999999,2.2122739999999999,547,88.476431000000005,0.32377899999999998,2.1774879999999999,379,89.342207999999999,0.314467,2.0160849999999999,485,88.403383000000005,0.35564299999999999,2.3754900000000001,578,88.100272000000004,0.37531100000000001,2.3509739999999999,875,89.019575000000003,0.26152300000000001,2.3736359999999999,786,88.738905000000003,0.34137699999999999,2.3462730000000001,577,87.386925000000005,0.35944599999999999,2.1166179999999999,560,89.529246000000001,0.31207400000000002,2.143615,465,2016-17,351.44777777777784,195.55222222222216
2016-10-01T00:00:00Z,E12000001,North East,NA,88.551712,0.20255600000000001,2.3588659999999999,548,88.657577000000003,0.204739,2.3563809999999998,380,89.494288999999995,0.17022300000000001,2.1582629999999998,486,88.570937000000001,0.18953300000000001,2.4461490000000001,579,88.300003000000004,0.22670899999999999,2.6040730000000001,877,89.247100000000003,0.25558900000000001,2.6275949999999999,788,88.947620999999998,0.235203,2.4561700000000002,578,87.545197000000002,0.181117,2.2644669999999998,561,89.684291000000002,0.173179,2.285371,466,2016-17,351.44777777777784,196.55222222222216
2016-11-01T00:00:00Z,E12000001,North East,NA,88.883875,0.37510599999999999,2.5609670000000002,550,88.959967000000006,0.34107700000000002,2.580848,381,89.838325999999995,0.38442399999999999,2.3905720000000001,488,88.945903999999999,0.42335200000000001,2.7276379999999998,582,88.500609999999995,0.227188,2.5421900000000002,879,89.531853999999996,0.31906200000000001,2.7183769999999998,790,89.276380000000003,0.36960999999999999,2.657978,580,87.882401000000002,0.38517699999999999,2.4765100000000002,563,90.036806999999996,0.393063,2.526097,468,2016-17,351.44777777777784,198.55222222222216
2016-12-01T00:00:00Z,E12000001,North East,NA,88.933855,5.6231000000000003E-2,2.6235210000000002,551,88.982437000000004,2.5259E-2,2.5514079999999999,381,89.895047000000005,6.3135999999999998E-2,2.4579399999999998,488,88.981210000000004,3.9694E-2,2.77352,582,88.647445000000005,0.16591400000000001,2.7803339999999999,880,89.608271000000002,8.5352999999999998E-2,2.8572609999999998,791,89.316426000000007,4.4854999999999999E-2,2.6945009999999998,580,87.928483999999997,5.2436999999999998E-2,2.551336,563,90.092208999999997,6.1532999999999997E-2,2.5590600000000001,468,2016-17,351.44777777777784,199.55222222222216
2017-01-01T00:00:00Z,E12000001,North East,NA,88.957778,2.69E-2,2.5224090000000001,551,89.008024000000006,2.8754999999999999E-2,2.3680829999999999,382,89.925765999999996,3.4172000000000001E-2,2.3116449999999999,489,89.030114999999995,5.4960000000000002E-2,2.61199,582,88.635020999999995,-1.4015E-2,2.7300849999999999,880,89.578123000000005,-3.3645000000000001E-2,2.6232859999999998,791,89.366249999999994,5.5784E-2,2.6072929999999999,581,87.948908000000003,2.3229E-2,2.5226310000000001,563,90.118841000000003,2.9561E-2,2.3686859999999998,468,2016-17,351.44777777777784,199.55222222222216
2017-02-01T00:00:00Z,E12000001,North East,NA,89.379888,0.47450599999999998,2.80322,553,89.370026999999993,0.40670800000000001,2.5323820000000001,383,90.288244000000006,0.403086,2.4780959999999999,491,89.465746999999993,0.48930899999999999,2.9311929999999999,585,89.027584000000004,0.44289800000000001,3.0993330000000001,884,89.950113999999999,0.41526999999999997,2.8856619999999999,794,89.777725000000004,0.46043800000000001,2.8960400000000002,583,88.407422999999994,0.52134199999999997,2.8368350000000002,566,90.500057999999996,0.42301499999999997,2.5736520000000001,470,2016-17,351.44777777777784,201.55222222222216
2017-03-01T00:00:00Z,E12000001,North East,NA,89.376808,-3.4459999999999998E-3,2.71834,553,89.394052000000002,2.6883000000000001E-2,2.464629,383,90.236225000000005,-5.7615E-2,2.4381879999999998,490,89.458426000000003,-8.182E-3,2.7783920000000002,585,89.028548999999998,1.085E-3,3.020842,884,89.970663999999999,2.2846000000000002E-2,2.7813490000000001,794,89.806735000000003,3.2312E-2,2.7900719999999999,584,88.408413999999993,1.121E-3,2.7653110000000001,566,90.444783999999999,-6.1075999999999998E-2,2.5076429999999998,470,2016-17,351.44777777777784,201.55222222222216
2017-04-01T00:00:00Z,E12000001,North East,NA,89.294304,-9.2311000000000004E-2,2.5205229999999998,553,89.415293000000005,2.3761999999999998E-2,2.4511970000000001,383,90.176204999999996,-6.6514000000000004E-2,2.2644880000000001,490,89.311188999999999,-0.16458700000000001,2.532365,584,88.976848000000004,-5.8073E-2,2.8272729999999999,883,89.851301000000007,-0.13266900000000001,2.4819559999999998,793,89.690503000000007,-0.12942400000000001,2.5417079999999999,583,88.323167999999995,-9.6423999999999996E-2,2.594341,566,90.419518999999994,-2.7934E-2,2.3679139999999999,469,2017-18,351.44777777777784,201.55222222222216
2017-05-01T00:00:00Z,E12000001,North East,NA,89.407449,0.12670999999999999,2.5434580000000002,554,89.620011000000005,0.22895099999999999,2.5233159999999999,384,90.323656,0.16351399999999999,2.3080539999999998,491,89.454898999999997,0.160909,2.6518489999999999,585,89.120489000000006,0.161436,2.938015,885,90.013819999999996,0.18087600000000001,2.5485500000000001,795,89.846950000000007,0.17443,2.5898189999999999,584,88.395578,8.1983E-2,2.5908470000000001,566,90.547421999999997,0.141456,2.4069449999999999,470,2017-18,351.44777777777784,202.55222222222216
2017-06-01T00:00:00Z,E12000001,North East,NA,89.430394,2.5663999999999999E-2,2.3611960000000001,554,89.739520999999996,0.133352,2.6142219999999998,385,90.364660000000001,4.5397E-2,2.2283539999999999,491,89.497618000000003,4.7754999999999999E-2,2.4577110000000002,585,89.064301,-6.3048000000000007E-2,2.4824899999999999,884,90.006919999999994,-7.6660000000000001E-3,2.2859859999999999,794,89.863615999999993,1.8550000000000001E-2,2.4052120000000001,584,88.413870000000003,2.0694000000000001E-2,2.3661319999999999,566,90.599451999999999,5.7460999999999998E-2,2.339286,470,2017-18,351.44777777777784,202.55222222222216
2017-07-01T00:00:00Z,E12000001,North East,NA,89.465571,3.9335000000000002E-2,1.8255809999999999,554,89.669537000000005,-7.7986E-2,1.9940709999999999,384,90.389250000000004,2.7212E-2,1.686606,491,89.546193000000002,5.4275999999999998E-2,1.936169,586,89.140017999999998,8.5014000000000006E-2,1.9085559999999999,885,90.030266999999995,2.5939E-2,1.7650669999999999,795,89.892763000000002,3.2433999999999998E-2,1.8592820000000001,584,88.474400000000003,6.8461999999999995E-2,1.85466,567,90.595012999999994,-4.8989999999999997E-3,1.757587,470,2017-18,351.44777777777784,202.55222222222216
2017-08-01T00:00:00Z,E12000001,North East,NA,89.521478,6.2489999999999997E-2,1.636819,554,89.881566000000007,0.236456,1.9170670000000001,385,90.398054000000002,9.7400000000000004E-3,1.4999830000000001,491,89.612554000000003,7.4108999999999994E-2,1.7282960000000001,586,89.086770000000001,-5.9735999999999997E-2,1.499258,884,90.077585999999997,5.2559000000000002E-2,1.453146,795,89.959159,7.3861999999999997E-2,1.7211780000000001,585,88.514528999999996,4.5357000000000001E-2,1.6544430000000001,567,90.675427999999997,8.8762999999999995E-2,1.5963020000000001,471,2017-18,351.44777777777784,202.55222222222216
2017-09-01T00:00:00Z,E12000001,North East,NA,89.453784,-7.5618000000000005E-2,1.223314,554,89.838323000000003,-4.8111000000000001E-2,1.5392710000000001,385,90.324415999999999,-8.1460000000000005E-2,1.099377,491,89.509566000000007,-0.114926,1.2512909999999999,585,89.125124,4.3053000000000001E-2,1.1632800000000001,885,90.078942999999995,1.5070000000000001E-3,1.1900390000000001,795,89.906865999999994,-5.8130000000000001E-2,1.3161780000000001,584,88.422409999999999,-0.104072,1.1849430000000001,567,90.610459000000006,-7.1651000000000006E-2,1.207665,470,2017-18,351.44777777777784,202.55222222222216
2017-10-01T00:00:00Z,E12000001,North East,NA,89.438416,-1.7179E-2,1.0013399999999999,554,89.869814000000005,3.5053000000000001E-2,1.3673249999999999,385,90.345061000000001,2.2856000000000001E-2,0.95064400000000004,491,89.516126999999997,7.3299999999999997E-3,1.0671569999999999,585,88.862125000000006,-0.29509000000000002,0.63660600000000001,882,89.938506000000004,-0.15590399999999999,0.77471000000000001,794,89.953248000000002,5.1588000000000002E-2,1.1305829999999999,585,88.392528999999996,-3.3792999999999997E-2,0.96787999999999996,566,90.615049999999997,5.0670000000000003E-3,1.037817,471,2017-18,351.44777777777784,202.55222222222216
2017-11-01T00:00:00Z,E12000001,North East,NA,89.46098,2.5229000000000001E-2,0.64927999999999997,554,89.906497999999999,4.0819000000000001E-2,1.0639959999999999,385,90.343838000000005,-1.353E-3,0.56269000000000002,491,89.547630999999996,3.5193000000000002E-2,0.67650900000000003,586,88.766233,-0.10791199999999999,0.30013699999999999,881,89.931517999999997,-7.77E-3,0.44639400000000001,794,90.005662000000001,5.8266999999999999E-2,0.81688000000000005,585,88.387811999999997,-5.3369999999999997E-3,0.57509900000000003,566,90.674381999999994,6.5476999999999994E-2,0.70812799999999998,471,2017-18,351.44777777777784,202.55222222222216
2017-12-01T00:00:00Z,E12000001,North East,NA,89.549934,9.9432000000000006E-2,0.69273799999999996,554,90.018186999999998,0.12422900000000001,1.163994,386,90.393224000000004,5.4663999999999997E-2,0.554176,491,89.567570000000003,2.2266999999999999E-2,0.65897099999999997,586,88.949937000000006,0.206953,0.34123100000000001,883,90.026824000000005,0.105976,0.46709200000000001,795,90.058187000000004,5.8358E-2,0.83048699999999998,585,88.502746999999999,0.13003500000000001,0.65310299999999999,567,90.746100999999996,7.9096E-2,0.725804,471,2017-18,351.44777777777784,202.55222222222216
